customer,supplier,supplier_address,report_publication_year,supplier_address_is_internal_manufacturing_site,from_date,to_date
Apple Inc.,STANLEY Engineered Fastening,"Mechanical & Electrical Industry Park, No. 9, Xixia Rd., Wuxi National High Tech Industrial Development Zone, Wuxi, Jiangsu, China",2014,True,2013-01-01,2013-12-31
Apple Inc.,STMicroelectronics NV,"Via C. Olivetti 2, 20864 Agrate Brianza, Agrate, Brianza, Italy",2014,True,2013-01-01,2013-12-31
Apple Inc.,STMicroelectronics NV,"101, Boulevard des Muriers BP 97, Bouskoura, Casablanca, Morocco",2014,True,2013-01-01,2013-12-31
Apple Inc.,STMicroelectronics NV,"No. 9, Mountain Dr., Light Industry & Science Park II, La Mesa, Calamba, Laguna, Philippines",2014,True,2013-01-01,2013-12-31
Apple Inc.,STMicroelectronics NV,"Stradale Promosole 50, Catania, Sicily, Italy",2014,True,2013-01-01,2013-12-31
Apple Inc.,STMicroelectronics NV,"850, Rue Jean Monnet, Crolles, France",2014,True,2013-01-01,2013-12-31
Apple Inc.,STMicroelectronics NV,"Industry Rd., Kirkop, Malta",2014,True,2013-01-01,2013-12-31
Apple Inc.,STMicroelectronics NV,"Industrial Center Muar, Tanjong Agas Industrial Area, PO Box 28, 84007, Muar, Johor, Malaysia",2014,True,2013-01-01,2013-12-31
Apple Inc.,STMicroelectronics NV,"190 Avenue Célestin Coq Zone Industrielle, Rousset, France",2014,True,2013-01-01,2013-12-31
Apple Inc.,STMicroelectronics NV,"16, Tao Hua Rd. Futian Free Trade Zone, Shenzhen, Guangdong, China",2014,True,2013-01-01,2013-12-31
Apple Inc.,STMicroelectronics NV,"16, rue Pierre et Marie Curie, Tours, France",2014,True,2013-01-01,2013-12-31
Apple Inc.,Styron,"No. 17, Renjen Rd., Hsinchu Ind. Park, Hukou, Hisnchu, Taiwan",2014,True,2013-01-01,2013-12-31
Apple Inc.,Sumida Electric,"Electronic Information Industrial Pioneer Park, Deshan Economic Development District, Changde, Hunan, China",2014,True,2013-01-01,2013-12-31
Apple Inc.,Sumida Electric,"Tai Xin Rd., Humen Town, Dongguan, Guangdong, China",2014,True,2013-01-01,2013-12-31
Apple Inc.,Sumida Electric,"Economic & Industrial Development Zone, Kou Shui Heng Village, Shi Qi Town, Panyu District, Guangzhou, Guangdong, China",2014,True,2013-01-01,2013-12-31
Apple Inc.,Sumida Electric,"Junshan Rd., Jinggangshan Economic and Technological Development Zone, Ji'an, Jiangxi, China",2014,True,2013-01-01,2013-12-31
Apple Inc.,Sumida Electric,"148 Moo 5 Bangkadi Industrial Park, Tiwanon Rd., Tambol Bangkadi Amphur, Muang Pathumutani, Thailand",2014,True,2013-01-01,2013-12-31
Apple Inc.,Sumitomo Chemical Co. Ltd.,"862, Palbong-dong, Iksan, Jeollabuk-do, Korea",2014,True,2013-01-01,2013-12-31
Apple Inc.,Sumitomo Chemical Co. Ltd.,"1-1 Ooe, Niihama, Ehime, Japan",2014,True,2013-01-01,2013-12-31
Apple Inc.,Sumitomo Chemical Co. Ltd.,"61, Xinmei Rd., Bin Hu Qu, Wuxi, Jiangsu, China",2014,True,2013-01-01,2013-12-31
Apple Inc.,Sumitomo Electric Industries Ltd.,"Ampere St. Cor. Main Ave., Light Industry & Science Park, 1 Special Export Processing Zone, Cabuyao, Laguna, Philippines",2014,True,2013-01-01,2013-12-31
Apple Inc.,Sumitomo Electric Industries Ltd.,"30, Hinokigaoka, Minakuchi-Cho., Kouga-shi, Shiga, Japan",2014,True,2013-01-01,2013-12-31
Apple Inc.,Sumitomo Electric Industries Ltd.,"Bldg B, No. 20 Song Tang Rd., Tong Fu Yu Industrial Area, Tang Xia Chong, Songgang, Baoan, Shenzhen, Guangdong, China",2014,True,2013-01-01,2013-12-31
Apple Inc.,Sumitomo Electric Industries Ltd.,"No. 232, Jinfeng Rd, Suzhou New District, Suzhou, Jiangsu, China",2014,True,2013-01-01,2013-12-31
Apple Inc.,Sunrex Technology Corp.,"Xinqiao, 3rd Industrial Estate, Shajing, Baoan, Shenzhen, Guangdong, China",2014,True,2013-01-01,2013-12-31
Apple Inc.,Sunrex Technology Corp.,"No. 508, Guo Dao Rd., Fenhu Economic Development Zone, Luxu Town, Wujiang, Jiangsu, China",2014,True,2013-01-01,2013-12-31
Apple Inc.,Suyin Electronic Corp.,"Suyin Rd., San Zhong Village, Qing Xi Town, Dongguan, Guangdong, China",2014,True,2013-01-01,2013-12-31
Apple Inc.,Suzhou Anjie Technology Co. Ltd.,"No. 8, Fujin Rd., Guangfu Town, Wuzhong District, Suzhou, Jiangsu, China",2014,True,2013-01-01,2013-12-31
Apple Inc.,Suzhou Panel Electronic Co. Ltd.,"No. 2006, East Taihu Rd., Hengjing St., Wu Zhong District, Suzhou, Jiangsu, China",2014,True,2013-01-01,2013-12-31
Apple Inc.,Taishan City Kam Kiu Aluminium Extrusion Co. Ltd.,"Shiqiao Industrial Zone, Dajiang County, Taishan, Guangdong, China",2014,True,2013-01-01,2013-12-31
Apple Inc.,Taiyo Yuden Co. Ltd.,"1988, Nakanojo, Nakanojo-machi, Agatsuma-gun, Gunma, Japan",2014,True,2013-01-01,2013-12-31
Apple Inc.,Taiyo Yuden Co. Ltd.,"No. 13, Keji Dong Rd., Shi Jie Town, Dongguan, Guangdong, China",2014,True,2013-01-01,2013-12-31
Apple Inc.,Taiyo Yuden Co. Ltd.,"4026-22, Inanbar,Inami-cho, Hidaka-gun, Wakayama, Japan",2014,True,2013-01-01,2013-12-31
Apple Inc.,Taiyo Yuden Co. Ltd.,"197-8, Kamiyoshi, Kubiki-ku, Joetsu, Wakayama, Japan",2014,True,2013-01-01,2013-12-31
Apple Inc.,Taiyo Yuden Co. Ltd.,"Lot 977, Block 12,Sama Jaya Free Industrial Zone, Kuching, Sarawak, Malaysia",2014,True,2013-01-01,2013-12-31
Apple Inc.,Taiyo Yuden Co. Ltd.,"Mactan Economic Zone, Lapulapu, Cebu, Philippines",2014,True,2013-01-01,2013-12-31
Apple Inc.,Taiyo Yuden Co. Ltd.,"116, Bangji-Ri Sanam-Myun, Sachon, Gyeongsangnam-do, Korea",2014,True,2013-01-01,2013-12-31
Apple Inc.,Taiyo Yuden Co. Ltd.,"1796-1, Kawai,Tamamura-machi, Sawa-gun, Gunma, Japan",2014,True,2013-01-01,2013-12-31
Apple Inc.,Taiyo Yuden Co. Ltd.,"1660, Kamisatomi-machi, Takasaki, Gunma, Japan",2014,True,2013-01-01,2013-12-31
Apple Inc.,Taiyo Yuden Co. Ltd.,"43-1, Yawatabara-machi, Takasaki, Gunma, Japan",2014,True,2013-01-01,2013-12-31
Apple Inc.,Taiyo Yuden Co. Ltd.,"587-3, Sumiyoshi, Ueda-shi, Nagano, Japan",2014,True,2013-01-01,2013-12-31
Apple Inc.,Taylor Corp.,"5842 Carmen Avenue, Inver Grove Heights, Minnesota, USA",2014,True,2013-01-01,2013-12-31
Apple Inc.,Taylor Corp.,"925 Zane Avenue North, Minneapolis, Minnesota, USA",2014,True,2013-01-01,2013-12-31
Apple Inc.,Taylor Corp.,"3 Avenue d'Amazonie, ZA de Courtaboeuf, Paris, France",2014,True,2013-01-01,2013-12-31
Apple Inc.,TDK Epcos Corp.,"No. 68, West Huaihe Rd., Dalian Economic & Technical Development Zone, Dalian, Liaoning, China",2014,True,2013-01-01,2013-12-31
Apple Inc.,TDK Epcos Corp.,"Siemensstrasse 43, Deutschlandsberg, Austria",2014,True,2013-01-01,2013-12-31
Apple Inc.,TDK Epcos Corp.,"1, West Industrial Rd., North Industrial Park, Song Shan Lake, Dongguan, Guangdong, China",2014,True,2013-01-01,2013-12-31
Apple Inc.,TDK Epcos Corp.,"689, Zhen An Rd., Conrad Hi-Tech Park, Changan Town, Dongguan, Guangdong, China",2014,True,2013-01-01,2013-12-31
Apple Inc.,TDK Epcos Corp.,"ATL Industrial Park, Bai Ma, Nan Cheng District, Dongguan, Guangdong, China",2014,True,2013-01-01,2013-12-31
Apple Inc.,TDK Epcos Corp.,"1-6, Manganji, Yurihonjo-city, Honjo, Akita, Japan",2014,True,2013-01-01,2013-12-31
Apple Inc.,TDK Epcos Corp.,"106-163, 2 Goto, Waga-machi, Kitakami, Iwate, Japan",2014,True,2013-01-01,2013-12-31
Apple Inc.,TDK Epcos Corp.,"160, Miyazawa, Minami Alps, Yamanashi, Japan",2014,True,2013-01-01,2013-12-31
Apple Inc.,TDK Epcos Corp.,"Anzinger Strasse 13, Munich, Germany",2014,True,2013-01-01,2013-12-31
Apple Inc.,TDK Epcos Corp.,"130, Aza Juninomae, Konoura, Nikaho, Akita, Japan",2014,True,2013-01-01,2013-12-31
Apple Inc.,TDK Epcos Corp.,"No. 1, Xing Gang Rd., Zhang Wan Town, Ningde, Fujian, China",2014,True,2013-01-01,2013-12-31
Apple Inc.,TDK Epcos Corp.,"No. 16, Tonghe Rd, Pingdu City, Qingdao, Shandong, China",2014,True,2013-01-01,2013-12-31
Apple Inc.,TDK Epcos Corp.,"99-19, Aza-Meiji, Oaza-Miyaumi, Sakata, Yamagata, Japan",2014,True,2013-01-01,2013-12-31
Apple Inc.,TDK Epcos Corp.,"166, Kallang Way, Singapore",2014,True,2013-01-01,2013-12-31
Apple Inc.,TDK Epcos Corp.,"6th Fl., 260 Tun Hwa N. Rd., Taipei, Taiwan",2014,True,2013-01-01,2013-12-31
Apple Inc.,TDK Epcos Corp.,"97,aza-Aburaden,Yamada, Tsuruoka, Yamagata, Japan",2014,True,2013-01-01,2013-12-31
Apple Inc.,TDK Epcos Corp.,"No. 17, Xi Shi Rd., New District, Wuxi, Jiangsu, China",2014,True,2013-01-01,2013-12-31
Apple Inc.,TDK Epcos Corp.,"No. 321-339, Tongi South Rd., Jimei District, Xiamen, Fujian, China",2014,True,2013-01-01,2013-12-31
Apple Inc.,TDK Epcos Corp.,"200, Aza-Tachisawa, Hirasawa, Nikaho-machi, Yuri-gan, Akita, Japan",2014,True,2013-01-01,2013-12-31
Apple Inc.,TDK Epcos Corp.,"146-1, Haraikawa, Ohuchi-Sankawa, Yuri-Honjoyoh, Akita, Japan",2014,True,2013-01-01,2013-12-31
Apple Inc.,TE Connectivity Ltd.,"2414, Amata, Inashiki-shi, Ibaraki, Japan",2014,True,2013-01-01,2013-12-31
Apple Inc.,TE Connectivity Ltd.,"No. 389, Central Avenue, Zone B, Export Processing Zone, Kunshan, Jiangsu, China",2014,True,2013-01-01,2013-12-31
Apple Inc.,TE Connectivity Ltd.,"No, 21, Deshun Bei Rd., Huanhai Economic Development Zone, Qingdao, Shandong, China",2014,True,2013-01-01,2013-12-31
Apple Inc.,Teikoku Printing Inks Mfg. Co. Ltd.,"999, Fengdeng Rd., Malu Town, Jiading District, Shanghai, China",2014,True,2013-01-01,2013-12-31
Apple Inc.,Teikoku Printing Inks Mfg. Co. Ltd.,"8-43-2, Nishiogu, Arakawa-ku, Tokyo, Japan",2014,True,2013-01-01,2013-12-31
Apple Inc.,Teikoku Printing Inks Mfg. Co. Ltd.,"613, Kurashina, Makioka-cho, Yamanashi, Japan",2014,True,2013-01-01,2013-12-31
Apple Inc.,Texas Instruments Inc.,"Jesus Rivera Franco #507, Aguascalientes, Mexico",2014,True,2013-01-01,2013-12-31
Apple Inc.,Texas Instruments Inc.,"2, Takaku-Kogyodanchi, Aizuwakamatsu, Fukushima, Japan",2014,True,2013-01-01,2013-12-31
Apple Inc.,Texas Instruments Inc.,"Peza, Loakan Rd., Baguio, Philippines",2014,True,2013-01-01,2013-12-31
Apple Inc.,Texas Instruments Inc.,"Batu Berendam Free Trade Zone, Batu Berendam, Malacca, Malaysia",2014,True,2013-01-01,2013-12-31
Apple Inc.,Texas Instruments Inc.,"8-10, Kexin Rd., Export Process Zone, Chengdu, Sichuan, China",2014,True,2013-01-01,2013-12-31
Apple Inc.,Texas Instruments Inc.,"Gil Puyat Ave., Clark, Philippines",2014,True,2013-01-01,2013-12-31
Apple Inc.,Texas Instruments Inc.,"13011 TI Blvd., Dallas, Texas, USA",2014,True,2013-01-01,2013-12-31
Apple Inc.,Texas Instruments Inc.,"13121 TI Blvd., Dallas, Texas, USA",2014,True,2013-01-01,2013-12-31
Apple Inc.,Texas Instruments Inc.,"13353 TI Blvd. Dock 7, Dallas, Texas, USA",2014,True,2013-01-01,2013-12-31
Apple Inc.,Texas Instruments Inc.,"13353 TI Blvd. Dock 3, Dallas, Texas, USA",2014,True,2013-01-01,2013-12-31
Apple Inc.,Texas Instruments Inc.,"13532 N. Central Expressway, Dallas, Texas, USA",2014,True,2013-01-01,2013-12-31
Apple Inc.,Texas Instruments Inc.,"13536 N. Central Expressway, Dallas, Texas, USA",2014,True,2013-01-01,2013-12-31
Apple Inc.,Texas Instruments Inc.,"Haggertystrasse 1, Freising, Germany",2014,True,2013-01-01,2013-12-31
Apple Inc.,Texas Instruments Inc.,"Earnhill Rd., Larkhill Industrial Estate, Greenock, Inverclyde, United Kingdom",2014,True,2013-01-01,2013-12-31
Apple Inc.,Texas Instruments Inc.,"1, Lorong Enggang 33, Ampang, Kuala Lumpur, Malaysia",2014,True,2013-01-01,2013-12-31
Apple Inc.,Texas Instruments Inc.,"2350, Kihara Miho-mura, Inashiki-gun, Miho, Ibaraki, Japan",2014,True,2013-01-01,2013-12-31
Apple Inc.,Texas Instruments Inc.,"West Industrial Estate, Centential Rd., Clark Freeport Zone, Pampanga, Philippines",2014,True,2013-01-01,2013-12-31
Apple Inc.,Texas Instruments Inc.,"3601 Alma Rd., Richardson, Texas, USA",2014,True,2013-01-01,2013-12-31
Apple Inc.,Texas Instruments Inc.,"6412 S. Highway 75, Sherman, Texas, USA",2014,True,2013-01-01,2013-12-31
Apple Inc.,Texas Instruments Inc.,"5 Foden Rd., South Portland, Maine, USA",2014,True,2013-01-01,2013-12-31
Apple Inc.,Texas Instruments Inc.,"142, Sec. 1, Hsin Nan Rd., Chung Ho City, Taipei, Taiwan",2014,True,2013-01-01,2013-12-31
Apple Inc.,Tianjin Lishen Battery Joint-Stock Co. Ltd.,"6, Lanyuan Rd., Huayuan Hi-Tech Industry Park, Tianjin, China",2014,True,2013-01-01,2013-12-31
Apple Inc.,Toshiba Corp.,"103, East Main Avenue Extension, Special Export Processing Zone, Laguna Technopark, Binan, Laguna, Philippines",2014,True,2013-01-01,2013-12-31
Apple Inc.,Toshiba Corp.,"760, Oaza Kutsugawa, Buzen, Fukuoka, Japan",2014,True,2013-01-01,2013-12-31
Apple Inc.,Toshiba Corp.,"300, Ikaruga, Taishi-cho (Himeji), Ibo-bun, Hyogo, Japan",2014,True,2013-01-01,2013-12-31
Apple Inc.,Toshiba Corp.,"1-1, Iwauchi-machi, Nomi, Ishikawa, Japan",2014,True,2013-01-01,2013-12-31
Apple Inc.,Toshiba Corp.,"3500, Oaza Matsuoka, Oita, Japan",2014,True,2013-01-01,2013-12-31
Apple Inc.,Toshiba Corp.,"135 Moo 5, Bangkadi Industrial Park, Tivanon Rd., Tambol Bangkadi Amphur, Muang Pathumutani, Thailand",2014,True,2013-01-01,2013-12-31
Apple Inc.,Toshiba Corp.,"800, Yamonoisshiki-Cho, Yokkaichi, Mie, Japan",2014,True,2013-01-01,2013-12-31
Apple Inc.,Toyo Rikagaku Kenkyusho Co. Ltd.,"No. 188, Gao Ding Rd., Kunshan Economic & Technical Development Zone, Kunshan, Jiangsu, China",2014,True,2013-01-01,2013-12-31
Apple Inc.,Toyo Rikagaku Kenkyusho Co. Ltd.,"No. 281, Peacock Rd., Precision Mechanical Industrial Park, Kunshan Economic & Technical Development Zone, Kunshan, Jiangsu, China",2014,True,2013-01-01,2013-12-31
Apple Inc.,Toyo Rikagaku Kenkyusho Co. Ltd.,"Punching Factory: No. 68, Central Avenue Kunshan Economic & Technical Development Zone, Kunshan, Jiangsu, China",2014,True,2013-01-01,2013-12-31
Apple Inc.,Toyoda Gosei Co. Ltd.,"5-1, Yawata Kaigan-dori, Ichihara, Chiba, Japan",2014,True,2013-01-01,2013-12-31
Apple Inc.,Toyoda Gosei Co. Ltd.,"710, Origuchi, Shimomiyake, Heiwa, Inazawa, Aichi, Japan",2014,True,2013-01-01,2013-12-31
Apple Inc.,Toyoda Gosei Co. Ltd.,"9966-9, Kawako, Oaza, Wakaki-cho, Takeo, Saga, Japan",2014,True,2013-01-01,2013-12-31
Apple Inc.,TPK Holding Co. Ltd.,"No. 199, Ban Shang Rd., Information & Photoelectricity Park of Xiamen Torch Hi-Tech Industrial Development Zone, Xiamen, Fujian, China",2014,True,2013-01-01,2013-12-31
Apple Inc.,TPK Holding Co. Ltd.,"No. 996, Ming'an Blvd, Xiang'an District, Xiamen, Fujian, China",2014,True,2013-01-01,2013-12-31
Apple Inc.,Tripod Technology Corp.,"No. 68, East 3rd Furong Rd., Development Zone, Xishan District, Wuxi, Jiangsu, China",2014,True,2013-01-01,2013-12-31
Apple Inc.,TriQuint Semiconductor Inc.,"1818 S Orange Blossom Trail, Apopka, Florida, USA",2014,True,2013-01-01,2013-12-31
Apple Inc.,TriQuint Semiconductor Inc.,"Zona Franca Metropolitana, Barreal De Heredia, Apartado 144-3006, Haredia, Costa Rica",2014,True,2013-01-01,2013-12-31
Apple Inc.,TriQuint Semiconductor Inc.,"2300 N.E. Brookwood Parkway, Hillsboro, Oregon, USA",2014,True,2013-01-01,2013-12-31
Apple Inc.,TriQuint Semiconductor Inc.,"500 W.Renner Rd., Richardson, Texas, USA",2014,True,2013-01-01,2013-12-31
Apple Inc.,Triumph Lead Group Ltd.,"20-B, Lixing Industrial Park, South Hongye Rd., Chongzhou, Sichuan, China",2014,True,2013-01-01,2013-12-31
Apple Inc.,Triumph Lead Group Ltd.,"Building A, Feng Men Ao Technology Park, Feng Men Rd., Ban Tian, Long Gang District, Shenzhen, Guangdong, China",2014,True,2013-01-01,2013-12-31
Apple Inc.,Triumph Lead Group Ltd.,"No. 8, Changping Rd., Huangdai, Xiangcheng Dist, Suzhou, Jiangsu, China",2014,True,2013-01-01,2013-12-31
Apple Inc.,TTM Technologies Inc.,"No. 238, Shanhu Rd., Niushan Foreign Economy Industrial Zone, Dongcheng District, Dongguan, Guangdong, China",2014,True,2013-01-01,2013-12-31
Apple Inc.,TTM Technologies Inc.,"No. 1, Xinle Rd., Science City, Hi-Tech Industrial Development Zone, Guangzhou, Guangdong, China",2014,True,2013-01-01,2013-12-31
Apple Inc.,TTM Technologies Inc.,"No. 200, Jiang Tian Dong Rd. East, Song Jiang Industrial Zone, Shanghai, China",2014,True,2013-01-01,2013-12-31
Apple Inc.,TTM Technologies Inc.,"No. 685, Lian Yang Rd., Song Jiang Industrial Zone, Shanghai, China",2014,True,2013-01-01,2013-12-31
Apple Inc.,TXC Corp.,"No. 189, Huangshan West Rd., Beilun District, Ningbo, Zhejiang, China",2014,True,2013-01-01,2013-12-31
Apple Inc.,TXC Corp.,"No. 4, Kung Yeh 6th Rd, Ping Cheng Industrial District, Taoyuan, Taiwan",2014,True,2013-01-01,2013-12-31
Apple Inc.,UACJ Corp.,"No. 99, Shaojing Rd., Kunshan Economical Technology Development Zone, Kunshan, Jiangsu, China",2014,True,2013-01-01,2013-12-31
Apple Inc.,UACJ Corp.,"3-1-12, Chitose Minato-ku, Nagoya, Aichi, Japan",2014,True,2013-01-01,2013-12-31
Apple Inc.,UniBright Chemical Co.,"No. 8, Guangfu Rd., Hsinchu Industrial Park, East District, Hukou Township, Hsinchu, Taiwan",2014,True,2013-01-01,2013-12-31
Apple Inc.,Unimicron Corp.,"No. 168, Xiao Lin Rd., Kunshan, Jiangsu, China",2014,True,2013-01-01,2013-12-31
Apple Inc.,Unimicron Corp.,"No. 1, Nan Shan North Rd., Sec. 2, Lu Chu County, Taoyuan, Taiwan",2014,True,2013-01-01,2013-12-31
Apple Inc.,Unimicron Corp.,"No. 177, Shan Ying Rd., Kwei Shan Ind. Park, Taoyuan, Taiwan",2014,True,2013-01-01,2013-12-31
Apple Inc.,Unisteel Technology Ltd.,"No. 358, Fengmao Rd., Malu Town, Jiading District, Shanghai, China",2014,True,2013-01-01,2013-12-31
Apple Inc.,Unisteel Technology Ltd.,"No. 988, Shang Xue Rd., Malu Town, Jia Ding District, Shanghai, China",2014,True,2013-01-01,2013-12-31
Apple Inc.,Vishay Intertechnology Inc.,"Ha-Kotzer 3 ST, Beer Sheva, Israel",2014,True,2013-01-01,2013-12-31
Apple Inc.,Vishay Intertechnology Inc.,"P.O. Box 2317, Beer Sheva, Israel",2014,True,2013-01-01,2013-12-31
Apple Inc.,Vishay Intertechnology Inc.,"Foti ut 56, Budapest, Hungary",2014,True,2013-01-01,2013-12-31
Apple Inc.,Vishay Intertechnology Inc.,"Ave. de las Torres #1950, Ciudad Juarez, Chihuahua, Mexico",2014,True,2013-01-01,2013-12-31
Apple Inc.,Vishay Intertechnology Inc.,"1122 23rd St., Columbus, Nebraska, USA",2014,True,2013-01-01,2013-12-31
Apple Inc.,Vishay Intertechnology Inc.,"Dimona Industrial Park, Dimona, Israel",2014,True,2013-01-01,2013-12-31
Apple Inc.,Vishay Intertechnology Inc.,"Rungholtstr 8-10, Heide, Germany",2014,True,2013-01-01,2013-12-31
Apple Inc.,Vishay Intertechnology Inc.,"46, Renmin 4 Rd., Danshui Town, Huizhou, Guangdong, China",2014,True,2013-01-01,2013-12-31
Apple Inc.,Vishay Intertechnology Inc.,"Fraunhoferstr 1, D-25524, Itzehoe, Germany",2014,True,2013-01-01,2013-12-31
Apple Inc.,Vishay Intertechnology Inc.,"3-3, East 2nd St., Nantze Export Processing Zone, Kaohsiung, Taiwan",2014,True,2013-01-01,2013-12-31
Apple Inc.,Vishay Intertechnology Inc.,"FTI Estate, Bagsaka Rd., Taguig, Manilla, Philippines",2014,True,2013-01-01,2013-12-31
Apple Inc.,Vishay Intertechnology Inc.,"No. 1710-1, Kawasan Perindustrian Krubong, Melaka, Malaysia",2014,True,2013-01-01,2013-12-31
Apple Inc.,Vishay Intertechnology Inc.,"Ramat Gabriel Industrial Park, Migdal Ha'Emek, Israel",2014,True,2013-01-01,2013-12-31
Apple Inc.,Vishay Intertechnology Inc.,"1806 Ord Way, Oceanside, California, USA",2014,True,2013-01-01,2013-12-31
Apple Inc.,Vishay Intertechnology Inc.,"Mlynska 1095, Prestice, Czech Republic",2014,True,2013-01-01,2013-12-31
Apple Inc.,Vishay Intertechnology Inc.,"Wijnendalestraat 160, Roeselare, West Flanders, Belgium",2014,True,2013-01-01,2013-12-31
Apple Inc.,Vishay Intertechnology Inc.,"2201 Laurelwood Rd., Santa Clara, California, USA",2014,True,2013-01-01,2013-12-31
Apple Inc.,Vishay Intertechnology Inc.,"Dr. Felix Zandman Platz 1, Selb, Germany",2014,True,2013-01-01,2013-12-31
Apple Inc.,Vishay Intertechnology Inc.,"501, West Jianchang Rd., Shanghai, China",2014,True,2013-01-01,2013-12-31
Apple Inc.,Vishay Intertechnology Inc.,"No. 58, Chang Xu Rd., Jiading, Shanghai, China",2014,True,2013-01-01,2013-12-31
Apple Inc.,Vishay Intertechnology Inc.,"Outside North Gate of Jiading, Shanghai, China",2014,True,2013-01-01,2013-12-31
Apple Inc.,Vishay Intertechnology Inc.,"233, Pao Chiao Rd. Hsintien, Taipei, Taiwan",2014,True,2013-01-01,2013-12-31
Apple Inc.,Vishay Intertechnology Inc.,"No. 88, 6th Ave, Tianjin Economic Zone, Tianjin, China",2014,True,2013-01-01,2013-12-31
Apple Inc.,Vishay Intertechnology Inc.,"Vila Nova De Famalicao Calendario, Portugal",2014,True,2013-01-01,2013-12-31
Apple Inc.,Vishay Intertechnology Inc.,"1505 E. Hwy 50, Yankton, South Dakota, USA",2014,True,2013-01-01,2013-12-31
Apple Inc.,Volex Plc,"No. 1173, Shenhui Rd., Henggang, Shenzhen, Guangdong, China",2014,True,2013-01-01,2013-12-31
Apple Inc.,Western Digital Corp.,"191 Moo 2, Bang Pa-in Industrial Estates, Udomsorayuth Rd., Klongjig, Bang Pa-In, Ayutthaya, Thailand",2014,True,2013-01-01,2013-12-31
Apple Inc.,Western Digital Corp.,"10 LG East Rd., Zhongkai Hi-Tech Industry Development Zone, Huizhou, Guangdong, China",2014,True,2013-01-01,2013-12-31
Apple Inc.,Western Digital Corp.,"Lot 2 & Lot 3, Jalan SS 8/4, Sungei Way Free Industrial Zone, Petaling Jaya, Selangor, Malaysia",2014,True,2013-01-01,2013-12-31
Apple Inc.,Western Digital Corp.,"203, 205 Moo 7, Tumbon Tha Tum, Amphur Srimahaphote, Prachin Buri, Thailand",2014,True,2013-01-01,2013-12-31
Apple Inc.,Western Digital Corp.,"No. 3001, Jinxiuxi Rd., Longgang District, Shenzhen, Guangdong, China",2014,True,2013-01-01,2013-12-31
Apple Inc.,Wintek Corp.,"No. 99, Suhong West Rd., Suzhou Industrial Park, Suzhou, Jiangsu, China",2014,True,2013-01-01,2013-12-31
Apple Inc.,Zeniya Aluminum Engineering Ltd.,"No. 130, Bubugao Rd., Wusha Jiangbei Village, Changan Town, Dongguan, Guangdong, China",2014,True,2013-01-01,2013-12-31
Apple Inc.,Zeniya Aluminum Engineering Ltd.,"No. 307, Bubugao Rd., Wusha Jiangbei Village, Changan Town, Dongguan, Guangdong, China",2014,True,2013-01-01,2013-12-31
Apple Inc.,Zeniya Aluminum Engineering Ltd.,"No. 888, Bubugao Rd., Wusha Jiangbei Village, Changan Town, Dongguan, Guangdong, China",2014,True,2013-01-01,2013-12-31
Apple Inc.,Zeniya Aluminum Engineering Ltd.,"Block B, No. 2, Industry 5th Rd., Jiangbian, Songgang Community, Bao'an District, Shenzhen, Guangdong, China",2014,True,2013-01-01,2013-12-31
Apple Inc.,Zhen Ding Technology Co. Ltd.,"No. 168, Fushikang Rd., Huai'an Economic Development Zone, Huai'an, Jiangsu, China",2014,True,2013-01-01,2013-12-31
Apple Inc.,Zhen Ding Technology Co. Ltd.,"No. 18, Tengfei Rd., Economic and Technological Development Zone, Qinhuangdao, Hebei, China",2014,True,2013-01-01,2013-12-31
Apple Inc.,Zhen Ding Technology Co. Ltd.,"Song Gang Industrial Area, Yan Chuan Yan Luo Rd., Song Gang Town, Bao'an District, Shenzhen, Guangdong, China",2014,True,2013-01-01,2013-12-31
Apple Inc.,3M Co.,"1030 Lake Road, Medina, Ohio, USA",2015,True,2014-01-01,2014-12-31
Apple Inc.,3M Co.,"1400 Perimeter Road, Greenville, South Carolina, USA",2015,True,2014-01-01,2014-12-31
Apple Inc.,3M Co.,"1400 State Docks Road, Decatur, Alabama, USA",2015,True,2014-01-01,2014-12-31
Apple Inc.,3M Co.,"1425 Stokke Parkway, Menomonie, Wisconsin, USA",2015,True,2014-01-01,2014-12-31
Apple Inc.,3M Co.,"235 Zhongyuan Road, Suzhou, Jiangsu, China",2015,True,2014-01-01,2014-12-31
Apple Inc.,3M Co.,"3406 East Pleasant Street, Knoxville, Iowa, USA",2015,True,2014-01-01,2014-12-31
Apple Inc.,3M Co.,"5500 Oaza Osanagi, Higashine, Yamagata, Japan",2015,True,2014-01-01,2014-12-31
Apple Inc.,3M Co.,"577 Keumeui-ri, Jangan-myon, Hwaseong, Gyeonggi-Do, Korea",2015,True,2014-01-01,2014-12-31
Apple Inc.,3M Co.,"905 Adams Street, Hutchinson, Minnesota, USA",2015,True,2014-01-01,2014-12-31
Apple Inc.,3M Co.,"915 Adams Street, Hutchinson, Minnesota, USA",2015,True,2014-01-01,2014-12-31
Apple Inc.,3M Co.,"No. 312, Section 1, Huan Dong Road, Sinshih Township, Tainan, Taiwan",2015,True,2014-01-01,2014-12-31
Apple Inc.,AAC Technologies Holdings Inc.,"Nanyou Tianan Industry Park, Dengliang Road, Nanshan District, Shenzhen, Guangdong, China",2015,True,2014-01-01,2014-12-31
